project_name,project_links,type,units
Leonie Condotel,https://www.propertyguru.com.sg//project/leonie-condotel-2137,condo,120.0
Leighwoods,https://www.propertyguru.com.sg//project/leighwoods-2132,condo,26.0
Lew's Mansion,https://www.propertyguru.com.sg//project/lew-s-mansion-2138,condo,
MeyerHouse,https://www.propertyguru.com.sg//project/meyerhouse-2229,condo,56.0
Hillview Court,https://www.propertyguru.com.sg//project/hillview-court-2233,condo,
Nassim Woods,https://www.propertyguru.com.sg//project/nassim-woods-2234,condo,35.0
Mount Rosie Garden,https://www.propertyguru.com.sg//project/mount-rosie-garden-2221,condo,16.0
Lotus At Jervois,https://www.propertyguru.com.sg//project/lotus-at-jervois-2216,condo,
Residences @ Emerald Hill,https://www.propertyguru.com.sg//project/residences-emerald-hill-2326,condo,33.0
Radix,https://www.propertyguru.com.sg//project/radix-2319,condo,21.0
Rainbow Garden,https://www.propertyguru.com.sg//project/rainbow-garden-2320,condo,64.0
Queen Astrid Gardens,https://www.propertyguru.com.sg//project/queen-astrid-gardens-2317,condo,
Prospero Ville,https://www.propertyguru.com.sg//project/prospero-ville-2315,condo,20.0
Permai Court,https://www.propertyguru.com.sg//project/permai-court-2316,condo,
Residences@Novena,https://www.propertyguru.com.sg//project/residences-novena-2327,condo,11.0
Sunflower Court,https://www.propertyguru.com.sg//project/sunflower-court-2330,condo,
Seaview Park,https://www.propertyguru.com.sg//project/seaview-park-2398,condo,
Sarhad Ville,https://www.propertyguru.com.sg//project/sarhad-ville-2391,condo,32.0
Sarkies Garden,https://www.propertyguru.com.sg//project/sarkies-garden-2392,condo,21.0
The Armadale,https://www.propertyguru.com.sg//project/the-armadale-2482,condo,75.0
Teck Guan Ville,https://www.propertyguru.com.sg//project/teck-guan-ville-2471,condo,
Tanah Merah Mansion,https://www.propertyguru.com.sg//project/tanah-merah-mansion-2467,condo,36.0
The Belmont,https://www.propertyguru.com.sg//project/the-belmont-2484,condo,10.0
Tat Lee Court,https://www.propertyguru.com.sg//project/tat-lee-court-2470,condo,104.0
Tessa Lodge,https://www.propertyguru.com.sg//project/tessa-lodge-2479,condo,13.0
Cavenagh Fortuna,https://www.propertyguru.com.sg//project/cavenagh-fortuna-2546,condo,
Patent Place,https://www.propertyguru.com.sg//project/patent-place-2560,condo,
Wan Tho Lodge,https://www.propertyguru.com.sg//project/wan-tho-lodge-2539,condo,
Parkway Apartment,https://www.propertyguru.com.sg//project/parkway-apartment-2553,condo,
Trilight,https://www.propertyguru.com.sg//project/trilight-2612,condo,205.0
Primo Residences,https://www.propertyguru.com.sg//project/primo-residences-2623,condo,64.0
15 Newton,https://www.propertyguru.com.sg//project/15-newton-2618,condo,10.0
Eden Residences Capitol,https://www.propertyguru.com.sg//project/eden-residences-capitol-19220,condo,39.0
Kallang Riverside,https://www.propertyguru.com.sg//project/kallang-riverside-20165,condo,212.0
Killiney 118,https://www.propertyguru.com.sg//project/killiney-118-20509,condo,30.0
The Verv @ RV,https://www.propertyguru.com.sg//project/the-verv-rv-20508,condo,26.0
NV Residences,https://www.propertyguru.com.sg//project/nv-residences-20502,condo,642.0
Dorsett Residences,https://www.propertyguru.com.sg//project/dorsett-residences-20500,condo,68.0
Park Court,https://www.propertyguru.com.sg//project/park-court-20507,condo,48.0
St. Patrick's Green,https://www.propertyguru.com.sg//project/st-patrick-s-green-20499,condo,31.0
Robinson Suites,https://www.propertyguru.com.sg//project/robinson-suites-20510,condo,148.0
Suites @ Topaz,https://www.propertyguru.com.sg//project/suites-topaz-20523,condo,46.0
Haig 162,https://www.propertyguru.com.sg//project/haig-162-20521,condo,99.0
Tembeling Court,https://www.propertyguru.com.sg//project/tembeling-court-20512,condo,12.0
Tivoli Grande,https://www.propertyguru.com.sg//project/tivoli-grande-20530,condo,82.0
Studios@Tembeling,https://www.propertyguru.com.sg//project/studios-tembeling-20527,condo,25.0
D'Mira,https://www.propertyguru.com.sg//project/d-mira-20528,condo,65.0
Suites @ Katong,https://www.propertyguru.com.sg//project/suites-katong-20537,condo,58.0
Leicester Suites,https://www.propertyguru.com.sg//project/leicester-suites-20541,condo,47.0
38 Amber,https://www.propertyguru.com.sg//project/38-amber-20536,condo,29.0
The Glyndebourne,https://www.propertyguru.com.sg//project/the-glyndebourne-20543,condo,150.0
Spottiswoode Residences,https://www.propertyguru.com.sg//project/spottiswoode-residences-20545,condo,351.0
Kovan Grandeur,https://www.propertyguru.com.sg//project/kovan-grandeur-20557,condo,74.0
Suites @ Eunos,https://www.propertyguru.com.sg//project/suites-eunos-20562,condo,28.0
Sage,https://www.propertyguru.com.sg//project/sage-20559,condo,33.0
The Sound,https://www.propertyguru.com.sg//project/the-sound-20560,condo,104.0
Suites @ Sims,https://www.propertyguru.com.sg//project/suites-sims-20556,condo,48.0
The Serennia,https://www.propertyguru.com.sg//project/the-serennia-20567,condo,42.0
Nathan Suites,https://www.propertyguru.com.sg//project/nathan-suites-20576,condo,65.0
d'Leedon (Former Farrer Court),https://www.propertyguru.com.sg//project/d-leedon-former-farrer-court-20575,condo,1715.0
Spottiswoode 18,https://www.propertyguru.com.sg//project/spottiswoode-18-20582,condo,251.0
Adria,https://www.propertyguru.com.sg//project/adria-20578,condo,105.0
The Hilloft,https://www.propertyguru.com.sg//project/the-hilloft-20579,condo,14.0
The Peak @ Cairnhill I,https://www.propertyguru.com.sg//project/the-peak-cairnhill-i-20568,condo,52.0
Waterview,https://www.propertyguru.com.sg//project/waterview-20574,condo,696.0
The Ariel,https://www.propertyguru.com.sg//project/the-ariel-20583,condo,20.0
Nin Residence,https://www.propertyguru.com.sg//project/nin-residence-20586,condo,219.0
Skysuites @ Anson,https://www.propertyguru.com.sg//project/skysuites-anson-20584,condo,360.0
The Greenwich,https://www.propertyguru.com.sg//project/the-greenwich-20585,condo,319.0
iSuites @ Palm,https://www.propertyguru.com.sg//project/isuites-palm-20596,condo,64.0
Okio,https://www.propertyguru.com.sg//project/okio-20597,condo,104.0
Vibes @ Kovan,https://www.propertyguru.com.sg//project/vibes-kovan-20590,condo,34.0
D'Castilia,https://www.propertyguru.com.sg//project/d-castilia-20591,condo,28.0
La Fleur,https://www.propertyguru.com.sg//project/la-fleur-20593,condo,50.0
Eastwood Regency,https://www.propertyguru.com.sg//project/eastwood-regency-20589,condo,75.0
Tropics @ Haigsville,https://www.propertyguru.com.sg//project/tropics-haigsville-20594,condo,11.0
Dunearn Suites,https://www.propertyguru.com.sg//project/dunearn-suites-20595,condo,26.0
Loft@Holland,https://www.propertyguru.com.sg//project/loft-holland-20588,condo,41.0
Suites @ East Coast,https://www.propertyguru.com.sg//project/suites-east-coast-20604,condo,116.0
Questa @ Dunman,https://www.propertyguru.com.sg//project/questa-dunman-20605,condo,122.0
Suites @ Shrewsbury,https://www.propertyguru.com.sg//project/suites-shrewsbury-20607,condo,15.0
H2O Residences,https://www.propertyguru.com.sg//project/h2o-residences-20606,condo,521.0
Canberra Residences,https://www.propertyguru.com.sg//project/canberra-residences-20599,condo,320.0
My Manhattan,https://www.propertyguru.com.sg//project/my-manhattan-20609,condo,301.0
Loft @ Stevens,https://www.propertyguru.com.sg//project/loft-stevens-20608,condo,44.0
Centennia Suites,https://www.propertyguru.com.sg//project/centennia-suites-20611,condo,97.0
The Waterline,https://www.propertyguru.com.sg//project/the-waterline-20602,condo,103.0
368 Thomson,https://www.propertyguru.com.sg//project/368-thomson-20616,condo,157.0
Bella Casita,https://www.propertyguru.com.sg//project/bella-casita-20622,condo,57.0
Devonshire Residences,https://www.propertyguru.com.sg//project/devonshire-residences-20614,condo,84.0
Harbour Suites @ Kampong Bahru,https://www.propertyguru.com.sg//project/harbour-suites-kampong-bahru-20618,condo,44.0
Duchess Royale,https://www.propertyguru.com.sg//project/duchess-royale-20621,condo,13.0
EiS Residences,https://www.propertyguru.com.sg//project/eis-residences-20619,condo,16.0
57 @ Kovan,https://www.propertyguru.com.sg//project/57-kovan-20615,condo,10.0
Parc Elegance,https://www.propertyguru.com.sg//project/parc-elegance-20640,condo,161.0
38 I Suites,https://www.propertyguru.com.sg//project/38-i-suites-20641,condo,120.0
Horizon Residences,https://www.propertyguru.com.sg//project/horizon-residences-20631,condo,72.0
Haig Residences,https://www.propertyguru.com.sg//project/haig-residences-20630,condo,12.0
Suites @ Kovan,https://www.propertyguru.com.sg//project/suites-kovan-20624,condo,16.0
Casa Feliz,https://www.propertyguru.com.sg//project/casa-feliz-20637,condo,12.0
Terrasse,https://www.propertyguru.com.sg//project/terrasse-20654,condo,414.0
The Foresta @ Mount Faber,https://www.propertyguru.com.sg//project/the-foresta-mount-faber-20655,condo,141.0
Foresque Residences,https://www.propertyguru.com.sg//project/foresque-residences-20657,condo,496.0
Parvis,https://www.propertyguru.com.sg//project/parvis-20642,condo,248.0
Terrene at Bukit Timah,https://www.propertyguru.com.sg//project/terrene-at-bukit-timah-20643,condo,172.0
Hedges Park Condominium,https://www.propertyguru.com.sg//project/hedges-park-condominium-20652,condo,501.0
Auralis,https://www.propertyguru.com.sg//project/auralis-20653,condo,56.0
Woodhaven,https://www.propertyguru.com.sg//project/woodhaven-20689,condo,337.0
The Water Edge @ Geylang,https://www.propertyguru.com.sg//project/the-water-edge-geylang-20682,condo,98.0
H Residences,https://www.propertyguru.com.sg//project/h-residences-20651,condo,17.0
Viento,https://www.propertyguru.com.sg//project/viento-20683,condo,48.0
The Interweave,https://www.propertyguru.com.sg//project/the-interweave-20673,condo,169.0
8 Raja,https://www.propertyguru.com.sg//project/8-raja-20794,condo,26.0
Rezi 26,https://www.propertyguru.com.sg//project/rezi-26-20793,condo,106.0
D'Zire,https://www.propertyguru.com.sg//project/d-zire-20806,condo,47.0
The Peak,https://www.propertyguru.com.sg//project/the-peak-20808,condo,21.0
Regent Residences,https://www.propertyguru.com.sg//project/regent-residences-20805,condo,180.0
Espira Suites,https://www.propertyguru.com.sg//project/espira-suites-20887,condo,46.0
Everitt Edge,https://www.propertyguru.com.sg//project/everitt-edge-20895,condo,36.0
Fairwood Park,https://www.propertyguru.com.sg//project/fairwood-park-20897,condo,28.0
Octaville,https://www.propertyguru.com.sg//project/octaville-20991,condo,
The Tennery,https://www.propertyguru.com.sg//project/the-tennery-21082,condo,338.0
The Waterdale,https://www.propertyguru.com.sg//project/the-waterdale-21083,condo,398.0
The Hillier,https://www.propertyguru.com.sg//project/the-hillier-21193,condo,528.0
Palm Isles,https://www.propertyguru.com.sg//project/palm-isles-21195,condo,429.0
Eight Riversuites,https://www.propertyguru.com.sg//project/eight-riversuites-21204,condo,862.0
Natura @ Hillview,https://www.propertyguru.com.sg//project/natura-hillview-21192,condo,193.0
The Cristallo,https://www.propertyguru.com.sg//project/the-cristallo-21197,condo,74.0
Treasures @ G19,https://www.propertyguru.com.sg//project/treasures-g19-21199,condo,27.0
Leedon Residence,https://www.propertyguru.com.sg//project/leedon-residence-21334,condo,381.0
Skies Miltonia,https://www.propertyguru.com.sg//project/skies-miltonia-21340,condo,420.0
One Dusun Residences,https://www.propertyguru.com.sg//project/one-dusun-residences-21327,condo,154.0
28 Imperial Residences,https://www.propertyguru.com.sg//project/28-imperial-residences-21326,condo,42.0
Le Somme,https://www.propertyguru.com.sg//project/le-somme-21337,condo,25.0
Hallmark Residences,https://www.propertyguru.com.sg//project/hallmark-residences-21468,condo,75.0
Sant Ritz,https://www.propertyguru.com.sg//project/sant-ritz-21464,condo,214.0
The Tembusu,https://www.propertyguru.com.sg//project/the-tembusu-21457,condo,337.0
Marina One Residences,https://www.propertyguru.com.sg//project/marina-one-residences-21458,condo,1042.0
Spazio @ Kovan,https://www.propertyguru.com.sg//project/spazio-kovan-21465,condo,48.0
#1 Suites (One Suites),https://www.propertyguru.com.sg//project/1-suites-one-suites-21644,condo,112.0
J Gateway,https://www.propertyguru.com.sg//project/j-gateway-21670,condo,738.0
Ardmore 3,https://www.propertyguru.com.sg//project/ardmore-3-21806,condo,84.0
6 Derbyshire,https://www.propertyguru.com.sg//project/6-derbyshire-21807,condo,168.0
The Crest,https://www.propertyguru.com.sg//project/the-crest-21928,condo,469.0
The Orient,https://www.propertyguru.com.sg//project/the-orient-22037,condo,52.0
Symphony Suites,https://www.propertyguru.com.sg//project/symphony-suites-22047,condo,660.0
Parksuites,https://www.propertyguru.com.sg//project/parksuites-22161,condo,119.0
Park 1 Suites,https://www.propertyguru.com.sg//project/park-1-suites-22159,condo,29.0
The Peak @ Cairnhill II,https://www.propertyguru.com.sg//project/the-peak-cairnhill-ii-22167,condo,60.0
Sculptura Ardmore,https://www.propertyguru.com.sg//project/sculptura-ardmore-22166,condo,35.0
Thomson Grand,https://www.propertyguru.com.sg//project/thomson-grand-20696,condo,339.0
Boathouse Residences,https://www.propertyguru.com.sg//project/boathouse-residences-20733,condo,493.0
Euhabitat,https://www.propertyguru.com.sg//project/euhabitat-20741,condo,748.0
Melosa,https://www.propertyguru.com.sg//project/melosa-20742,condo,54.0
Suites @ Paya Lebar,https://www.propertyguru.com.sg//project/suites-paya-lebar-20732,condo,99.0
Seastrand,https://www.propertyguru.com.sg//project/seastrand-20737,condo,472.0
D'Weave,https://www.propertyguru.com.sg//project/d-weave-20823,condo,71.0
The Seawind @ Telok Kurau,https://www.propertyguru.com.sg//project/the-seawind-telok-kurau-20821,condo,222.0
RV Point,https://www.propertyguru.com.sg//project/rv-point-20810,condo,36.0
Riviera 38,https://www.propertyguru.com.sg//project/riviera-38-20811,condo,102.0
Suites at Bukit Timah,https://www.propertyguru.com.sg//project/suites-at-bukit-timah-20813,condo,74.0
Green Hill Estate,https://www.propertyguru.com.sg//project/green-hill-estate-20922,condo,
Green Meadows,https://www.propertyguru.com.sg//project/green-meadows-20923,condo,200.0
Goldleaf Gardens,https://www.propertyguru.com.sg//project/goldleaf-gardens-20918,condo,49.0
Shelford Condominium,https://www.propertyguru.com.sg//project/shelford-condominium-21035,condo,215.0
Sky Habitat,https://www.propertyguru.com.sg//project/sky-habitat-21158,condo,509.0
Cradels,https://www.propertyguru.com.sg//project/cradels-21155,condo,125.0
26 Newton,https://www.propertyguru.com.sg//project/26-newton-21156,condo,180.0
18 Woodsville,https://www.propertyguru.com.sg//project/18-woodsville-21159,condo,101.0
Primedge @ Geylang,https://www.propertyguru.com.sg//project/primedge-geylang-21163,condo,36.0
Ness,https://www.propertyguru.com.sg//project/ness-21166,condo,62.0
Up@Robertson Quay,https://www.propertyguru.com.sg//project/up-robertson-quay-21237,condo,70.0
V on Shenton,https://www.propertyguru.com.sg//project/v-on-shenton-21235,condo,510.0
Farrer Park Suites,https://www.propertyguru.com.sg//project/farrer-park-suites-21233,condo,29.0
FLO Residence,https://www.propertyguru.com.sg//project/flo-residence-21232,condo,530.0
Grandview Suites @ Geylang,https://www.propertyguru.com.sg//project/grandview-suites-geylang-21229,condo,75.0
Kovan Regency,https://www.propertyguru.com.sg//project/kovan-regency-21353,condo,393.0
Fifteen Robin,https://www.propertyguru.com.sg//project/fifteen-robin-21349,condo,32.0
South Beach Residences,https://www.propertyguru.com.sg//project/south-beach-residences-21346,condo,190.0
Lloyd SixtyFive,https://www.propertyguru.com.sg//project/lloyd-sixtyfive-21395,condo,76.0
Echelon,https://www.propertyguru.com.sg//project/echelon-21386,condo,508.0
La Fiesta,https://www.propertyguru.com.sg//project/la-fiesta-21402,condo,810.0
Laurel Tree,https://www.propertyguru.com.sg//project/laurel-tree-21394,condo,70.0
Sky Green,https://www.propertyguru.com.sg//project/sky-green-21390,condo,176.0
Mon Jervois,https://www.propertyguru.com.sg//project/mon-jervois-21582,condo,109.0
Stratum,https://www.propertyguru.com.sg//project/stratum-21593,condo,380.0
KAP Residences,https://www.propertyguru.com.sg//project/kap-residences-21589,condo,142.0
Midtown Residences,https://www.propertyguru.com.sg//project/midtown-residences-21584,condo,160.0
Sky Vue,https://www.propertyguru.com.sg//project/sky-vue-21747,condo,694.0
Hillsta,https://www.propertyguru.com.sg//project/hillsta-21889,condo,416.0
Commonwealth Towers,https://www.propertyguru.com.sg//project/commonwealth-towers-21896,condo,845.0
Sims Urban Oasis,https://www.propertyguru.com.sg//project/sims-urban-oasis-22053,condo,1024.0
Sarkies Green,https://www.propertyguru.com.sg//project/sarkies-green-22055,condo,26.0
12 On Shan,https://www.propertyguru.com.sg//project/12-on-shan-22149,condo,72.0
3 Orchard By-The-Park,https://www.propertyguru.com.sg//project/3-orchard-by-the-park-22150,condo,77.0
The Viridian,https://www.propertyguru.com.sg//project/the-viridian-20666,condo,108.0
Loft @ Rangoon,https://www.propertyguru.com.sg//project/loft-rangoon-20645,condo,27.0
La Brisa,https://www.propertyguru.com.sg//project/la-brisa-20644,condo,84.0
The Boutiq @ Killiney,https://www.propertyguru.com.sg//project/the-boutiq-killiney-20650,condo,130.0
Royce Residences,https://www.propertyguru.com.sg//project/royce-residences-20658,condo,40.0
448 @ East Coast,https://www.propertyguru.com.sg//project/448-east-coast-20661,condo,28.0
Onan Suites,https://www.propertyguru.com.sg//project/onan-suites-20662,condo,71.0
Centra Heights,https://www.propertyguru.com.sg//project/centra-heights-20649,condo,90.0
Rangoon 88,https://www.propertyguru.com.sg//project/rangoon-88-20764,condo,48.0
A Treasure Trove,https://www.propertyguru.com.sg//project/a-treasure-trove-20765,condo,882.0
The Luxurie,https://www.propertyguru.com.sg//project/the-luxurie-20766,condo,622.0
Tomlinson Heights,https://www.propertyguru.com.sg//project/tomlinson-heights-20767,condo,70.0
Starpoint,https://www.propertyguru.com.sg//project/starpoint-20768,condo,10.0
La Vida @ 130,https://www.propertyguru.com.sg//project/la-vida-130-20775,condo,43.0
Rangoon Court,https://www.propertyguru.com.sg//project/rangoon-court-20763,condo,
Margate Mansions,https://www.propertyguru.com.sg//project/margate-mansions-20966,condo,
St Thomas Lodge,https://www.propertyguru.com.sg//project/st-thomas-lodge-21053,condo,5.0
Casa Cambio,https://www.propertyguru.com.sg//project/casa-cambio-21154,condo,198.0
Centra Residence,https://www.propertyguru.com.sg//project/centra-residence-21145,condo,78.0
Eon Shenton,https://www.propertyguru.com.sg//project/eon-shenton-21146,condo,132.0
Guillemard Edge,https://www.propertyguru.com.sg//project/guillemard-edge-21144,condo,275.0
Watertown,https://www.propertyguru.com.sg//project/watertown-21150,condo,1001.0
Gaia,https://www.propertyguru.com.sg//project/gaia-21305,condo,28.0
Parc Olympia,https://www.propertyguru.com.sg//project/parc-olympia-21302,condo,482.0
Parc Centros,https://www.propertyguru.com.sg//project/parc-centros-21295,condo,618.0
Riversails,https://www.propertyguru.com.sg//project/riversails-21301,condo,928.0
Metro Loft,https://www.propertyguru.com.sg//project/metro-loft-21300,condo,31.0
Hong Leong Garden Condo,https://www.propertyguru.com.sg//project/hong-leong-garden-condo-21298,condo,72.0
VA Residences,https://www.propertyguru.com.sg//project/va-residences-21432,condo,52.0
The Trilinq,https://www.propertyguru.com.sg//project/the-trilinq-21477,condo,755.0
Urban Heritage,https://www.propertyguru.com.sg//project/urban-heritage-21479,condo,15.0
Jervois Meadows,https://www.propertyguru.com.sg//project/jervois-meadows-21485,condo,14.0
Ferra,https://www.propertyguru.com.sg//project/ferra-21613,condo,104.0
Dunman Regency,https://www.propertyguru.com.sg//project/dunman-regency-21609,condo,12.0
Ardmore Residence,https://www.propertyguru.com.sg//project/ardmore-residence-21687,condo,58.0
Devonshire 8,https://www.propertyguru.com.sg//project/devonshire-8-21689,condo,30.0
Cluny Park Residence,https://www.propertyguru.com.sg//project/cluny-park-residence-21734,condo,52.0
Kai Fook Mansion,https://www.propertyguru.com.sg//project/kai-fook-mansion-21743,condo,
Thomson Three,https://www.propertyguru.com.sg//project/thomson-three-21732,condo,445.0
Cape Royale,https://www.propertyguru.com.sg//project/cape-royale-21739,condo,
The Santorini,https://www.propertyguru.com.sg//project/the-santorini-21876,condo,597.0
Lakeville,https://www.propertyguru.com.sg//project/lakeville-21883,condo,696.0
Highline Residences,https://www.propertyguru.com.sg//project/highline-residences-21958,condo,500.0
One Rochester,https://www.propertyguru.com.sg//project/one-rochester-21961,condo,
Kingsford Waterbay,https://www.propertyguru.com.sg//project/kingsford-waterbay-22069,condo,1165.0
Leshan Gardens,https://www.propertyguru.com.sg//project/leshan-gardens-22202,condo,38.0
Oxley Mansion,https://www.propertyguru.com.sg//project/oxley-mansion-22201,condo,44.0
Skyline Residences,https://www.propertyguru.com.sg//project/skyline-residences-20701,condo,283.0
Waterfront Isle,https://www.propertyguru.com.sg//project/waterfront-isle-20703,condo,561.0
Miltonia Residences,https://www.propertyguru.com.sg//project/miltonia-residences-20678,condo,410.0
Sims Edge,https://www.propertyguru.com.sg//project/sims-edge-20679,condo,78.0
Eight Courtyards,https://www.propertyguru.com.sg//project/eight-courtyards-20659,condo,656.0
The Vue,https://www.propertyguru.com.sg//project/the-vue-20705,condo,50.0
The Lanai,https://www.propertyguru.com.sg//project/the-lanai-20781,condo,214.0
Laverne's Loft,https://www.propertyguru.com.sg//project/laverne-s-loft-20779,condo,44.0
Parc Vera,https://www.propertyguru.com.sg//project/parc-vera-20783,condo,452.0
Highland Condominium,https://www.propertyguru.com.sg//project/highland-condominium-20776,condo,24.0
Two8one Studio,https://www.propertyguru.com.sg//project/two8one-studio-20777,condo,
Coronation Village,https://www.propertyguru.com.sg//project/coronation-village-20866,condo,16.0
Countryview,https://www.propertyguru.com.sg//project/countryview-20867,condo,7.0
Dalvey Villas,https://www.propertyguru.com.sg//project/dalvey-villas-20871,condo,
Chwee Chian Garden,https://www.propertyguru.com.sg//project/chwee-chian-garden-20861,condo,
Dragon View Park,https://www.propertyguru.com.sg//project/dragon-view-park-20878,condo,56.0
Dorset Court,https://www.propertyguru.com.sg//project/dorset-court-20876,condo,
Dong Xing Court,https://www.propertyguru.com.sg//project/dong-xing-court-20875,condo,
Opal Suites,https://www.propertyguru.com.sg//project/opal-suites-20995,condo,20.0
The Nautical,https://www.propertyguru.com.sg//project/the-nautical-21123,condo,435.0
Bartley Residences,https://www.propertyguru.com.sg//project/bartley-residences-21131,condo,702.0
Riversound Residence,https://www.propertyguru.com.sg//project/riversound-residence-21119,condo,590.0
Seletar Park Residence,https://www.propertyguru.com.sg//project/seletar-park-residence-21127,condo,276.0
Parc Rosewood,https://www.propertyguru.com.sg//project/parc-rosewood-21121,condo,689.0
Cardiff Residence,https://www.propertyguru.com.sg//project/cardiff-residence-21122,condo,163.0
The Line@Tanjong Rhu,https://www.propertyguru.com.sg//project/the-line-tanjong-rhu-21290,condo,130.0
Spottiswoode Suites,https://www.propertyguru.com.sg//project/spottiswoode-suites-21364,condo,175.0
Kingsford Hillview Peak,https://www.propertyguru.com.sg//project/kingsford-hillview-peak-21366,condo,512.0
Sennett Residence,https://www.propertyguru.com.sg//project/sennett-residence-21367,condo,335.0
One Robey,https://www.propertyguru.com.sg//project/one-robey-21357,condo,18.0
Aura 83,https://www.propertyguru.com.sg//project/aura-83-21360,condo,51.0
Liberte,https://www.propertyguru.com.sg//project/liberte-21361,condo,46.0
Pavilion Square,https://www.propertyguru.com.sg//project/pavilion-square-21371,condo,42.0
Aspen LinQ,https://www.propertyguru.com.sg//project/aspen-linq-21362,condo,18.0
Jewel @ Buangkok,https://www.propertyguru.com.sg//project/jewel-buangkok-21639,condo,616.0
The Glades,https://www.propertyguru.com.sg//project/the-glades-21719,condo,726.0
The Creek @ Bukit,https://www.propertyguru.com.sg//project/the-creek-bukit-21785,condo,260.0
The Inflora,https://www.propertyguru.com.sg//project/the-inflora-21789,condo,396.0
Thomson View Condo,https://www.propertyguru.com.sg//project/thomson-view-condo-21997,condo,206.0
North Park Residences,https://www.propertyguru.com.sg//project/north-park-residences-22090,condo,920.0
Botanique at Bartley,https://www.propertyguru.com.sg//project/botanique-at-bartley-22082,condo,797.0
High Park Residences,https://www.propertyguru.com.sg//project/high-park-residences-22181,condo,1390.0
Buckley Classique,https://www.propertyguru.com.sg//project/buckley-classique-20665,condo,64.0
Uber 388,https://www.propertyguru.com.sg//project/uber-388-20726,condo,95.0
Suites at Orchard,https://www.propertyguru.com.sg//project/suites-at-orchard-20724,condo,118.0
Seven Palms Sentosa Cove,https://www.propertyguru.com.sg//project/seven-palms-sentosa-cove-20725,condo,41.0
Urban Residences,https://www.propertyguru.com.sg//project/urban-residences-20715,condo,47.0
Parc Bleu,https://www.propertyguru.com.sg//project/parc-bleu-20717,condo,55.0
Camwood Park,https://www.propertyguru.com.sg//project/camwood-park-20841,condo,
Florissa Park,https://www.propertyguru.com.sg//project/florissa-park-20902,condo,87.0
Gideon's Lodge,https://www.propertyguru.com.sg//project/gideon-s-lodge-20912,condo,6.0
Foh Pin Mansion,https://www.propertyguru.com.sg//project/foh-pin-mansion-20903,condo,
Garlick Park,https://www.propertyguru.com.sg//project/garlick-park-20909,condo,
Gentle Reflections,https://www.propertyguru.com.sg//project/gentle-reflections-20910,condo,7.0
Three Buckley,https://www.propertyguru.com.sg//project/three-buckley-20905,condo,17.0
21 Anderson Royal Oak Residence,https://www.propertyguru.com.sg//project/21-anderson-royal-oak-residence-21022,condo,34.0
Bedok Residences,https://www.propertyguru.com.sg//project/bedok-residences-21109,condo,583.0
Archipelago,https://www.propertyguru.com.sg//project/archipelago-21115,condo,577.0
Central Imperial,https://www.propertyguru.com.sg//project/central-imperial-21112,condo,63.0
Prime Residence,https://www.propertyguru.com.sg//project/prime-residence-21111,condo,39.0
Presto @ Upper Serangoon,https://www.propertyguru.com.sg//project/presto-upper-serangoon-21214,condo,36.0
8 Bassein,https://www.propertyguru.com.sg//project/8-bassein-21217,condo,74.0
Fulcrum,https://www.propertyguru.com.sg//project/fulcrum-21210,condo,128.0
Qube Suites,https://www.propertyguru.com.sg//project/qube-suites-21224,condo,21.0
The Vanderlint,https://www.propertyguru.com.sg//project/the-vanderlint-21222,condo,20.0
Idyllic Suites,https://www.propertyguru.com.sg//project/idyllic-suites-21218,condo,71.0
91 Marshall,https://www.propertyguru.com.sg//project/91-marshall-21212,condo,30.0
Katong Regency,https://www.propertyguru.com.sg//project/katong-regency-21220,condo,244.0
eCO,https://www.propertyguru.com.sg//project/eco-21324,condo,748.0
Smart Suites,https://www.propertyguru.com.sg//project/smart-suites-21311,condo,72.0
Levenue,https://www.propertyguru.com.sg//project/levenue-21382,condo,43.0
Eco Sanctuary,https://www.propertyguru.com.sg//project/eco-sanctuary-21385,condo,483.0
TwentyOne Angullia Park,https://www.propertyguru.com.sg//project/twentyone-angullia-park-21455,condo,54.0
D'Nest,https://www.propertyguru.com.sg//project/d-nest-21456,condo,912.0
Q Bay Residences,https://www.propertyguru.com.sg//project/q-bay-residences-21443,condo,630.0
Treasures @ G20,https://www.propertyguru.com.sg//project/treasures-g20-21437,condo,38.0
Urban Vista,https://www.propertyguru.com.sg//project/urban-vista-21441,condo,582.0
Corals at Keppel Bay,https://www.propertyguru.com.sg//project/corals-at-keppel-bay-21604,condo,366.0
Wallich Residence,https://www.propertyguru.com.sg//project/wallich-residence-21718,condo,181.0
Riverbank at Fernvale,https://www.propertyguru.com.sg//project/riverbank-at-fernvale-21835,condo,555.0
The Panorama,https://www.propertyguru.com.sg//project/the-panorama-21834,condo,698.0
Bijou,https://www.propertyguru.com.sg//project/bijou-21923,condo,120.0
Sophia Hills,https://www.propertyguru.com.sg//project/sophia-hills-22017,condo,493.0
Forte Suites,https://www.propertyguru.com.sg//project/forte-suites-22008,condo,106.0
Meyer Melodia,https://www.propertyguru.com.sg//project/meyer-melodia-22005,condo,16.0
The Urbanite,https://www.propertyguru.com.sg//project/the-urbanite-20752,condo,46.0
The Meyerise,https://www.propertyguru.com.sg//project/the-meyerise-20751,condo,239.0
Whitescape,https://www.propertyguru.com.sg//project/whitescape-20755,condo,16.0
Centra Loft,https://www.propertyguru.com.sg//project/centra-loft-20753,condo,47.0
